User_ID,Age,Gender,Location,Education,Occupation,Primary_App,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Reason_for_Using,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities,Hobbies,Favorite_Music,Ideal_First_Date,Relationship_Type
490,25,Female,Chennai,Postgraduate,Student,OkCupid,Hinge,Daily,1.5 hours,Casual Dating,5,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values,"Gaming, Arts",Hip-Hop,Art Class,Long-term
491,25,Female,Kolkata,Graduate,Student,OkCupid,Hinge,Daily,3 hours,Casual Fun,3,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values,"Dancing, Cooking",EDM,Cooking Class,Casual
492,24,Female,Mumbai,Undergraduate,Part-time Job,Bumble,,Monthly,1 hour,Casual Fun,5,Safety Concerns,Audio Calls,Voice Notes,Appearance > Interests > Personality,"Photography, Hiking",R&B,Nature Photography,Long-term
493,24,Female,Mumbai,Postgraduate,Intern,Tinder,Bumble,Weekly,2 hours,Casual Dating,5,Time-Wasting,Location-Based Matching,Video Calls,Appearance > Interests > Personality,"Cooking, Fitness",Indie,Fitness Retreat,Casual
494,20,Male,Mumbai,Undergraduate,Freelancer,Tinder,,Daily,30 minutes,Social Interaction,1,,Video Calls,Video Calls,Personality > Interests > Values,"Traveling, Sports",Pop,Adventure Sports,Long-term
495,19,Female,Chennai,Graduate,Intern,OkCupid,Tinder,Weekly,30 minutes,Finding a Partner,3,Time-Wasting,Location-Based Matching,Video Calls,Personality > Interests > Values,"Gaming, Movies",Rock,Game Night,Casual
496,23,Female,Mumbai,Undergraduate,Intern,Tinder,Hinge,Weekly,1.5 hours,Casual Dating,2,,Audio Calls,Voice Notes,Personality > Interests > Values,"Reading, Traveling",Jazz,Bookstore Visit,Long-term
497,23,Male,Mumbai,Postgraduate,Intern,OkCupid,Tinder,Daily,2 hours,Casual Fun,1,Time-Wasting,Video Calls,Video Calls,Values > Personality > Appearance,"Dancing, Crafting",Classical,Craft Night,Casual
498,22,Male,Hyderabad,Graduate,Freelancer,,Hinge,Monthly,2 hours,Casual Fun,2,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality,"Photography, Cooking",Hip-Hop,Culinary Class,Long-term
499,21,Female,Kolkata,Graduate,Student,Tinder,Hinge,Daily,1.5 hours,Casual Dating,3,Lack of Genuine Matches,Detailed Profiles,Text,Appearance > Interests > Personality,"Cooking, Hiking",R&B,Picnic in the Park,Casual
500,22,Male,Mumbai,Graduate,Part-time Job,,Hinge,Weekly,1.5 hours,Casual Fun,2,Time-Wasting,AI Recommendations,Video Calls,Appearance > Interests > Personality,"Traveling, Fitness",EDM,Outdoor Adventure,Long-term
